gene,description,apoptosis,cell_cycle,p53_signaling,immune_response,metabolism,DNA_repair,angiogenesis,inflammation,oxidative_stress,transcription_regulation
GENE_0288,Predicted function for GENE_0288 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0289,Predicted function for GENE_0289 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0290,Predicted function for GENE_0290 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0291,Predicted function for GENE_0291 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0292,Predicted function for GENE_0292 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0293,Predicted function for GENE_0293 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0294,Predicted function for GENE_0294 based on expression profile.,0,1,0,0,1,0,0,0,0,0
GENE_0295,Predicted function for GENE_0295 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0296,Predicted function for GENE_0296 based on expression profile.,0,0,0,0,0,1,0,0,1,0
GENE_0297,Predicted function for GENE_0297 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0298,Predicted function for GENE_0298 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0299,Predicted function for GENE_0299 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_0300,Predicted function for GENE_0300 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0301,Predicted function for GENE_0301 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_0302,Predicted function for GENE_0302 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0303,Predicted function for GENE_0303 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0304,Predicted function for GENE_0304 based on expression profile.,1,0,0,0,1,0,0,0,0,0
GENE_0305,Predicted function for GENE_0305 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0306,Predicted function for GENE_0306 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0307,Predicted function for GENE_0307 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0308,Predicted function for GENE_0308 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_0309,Predicted function for GENE_0309 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_0310,Predicted function for GENE_0310 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_0311,Predicted function for GENE_0311 based on expression profile.,0,0,0,0,0,1,0,1,0,0
GENE_0312,Predicted function for GENE_0312 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0313,Predicted function for GENE_0313 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0314,Predicted function for GENE_0314 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0315,Predicted function for GENE_0315 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0316,Predicted function for GENE_0316 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0317,Predicted function for GENE_0317 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0318,Predicted function for GENE_0318 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0319,Predicted function for GENE_0319 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0320,Predicted function for GENE_0320 based on expression profile.,0,0,1,0,0,1,0,0,0,0
GENE_0321,Predicted function for GENE_0321 based on expression profile.,0,0,0,0,0,1,0,0,1,0
GENE_0322,Predicted function for GENE_0322 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0323,Predicted function for GENE_0323 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_0324,Predicted function for GENE_0324 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0325,Predicted function for GENE_0325 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0326,Predicted function for GENE_0326 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0327,Predicted function for GENE_0327 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0328,Predicted function for GENE_0328 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0329,Predicted function for GENE_0329 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0330,Predicted function for GENE_0330 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_0331,Predicted function for GENE_0331 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_0332,Predicted function for GENE_0332 based on expression profile.,0,0,1,0,0,0,0,1,0,0
GENE_0333,Predicted function for GENE_0333 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0334,Predicted function for GENE_0334 based on expression profile.,0,0,0,1,0,0,0,1,0,0
GENE_0335,Predicted function for GENE_0335 based on expression profile.,0,0,0,1,1,0,0,0,0,0
GENE_0336,Predicted function for GENE_0336 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_0337,Predicted function for GENE_0337 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0338,Predicted function for GENE_0338 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0339,Predicted function for GENE_0339 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0340,Predicted function for GENE_0340 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0341,Predicted function for GENE_0341 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0342,Predicted function for GENE_0342 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_0343,Predicted function for GENE_0343 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0344,Predicted function for GENE_0344 based on expression profile.,1,0,0,0,0,1,0,0,0,0
GENE_0345,Predicted function for GENE_0345 based on expression profile.,0,0,1,1,0,0,0,0,0,0
GENE_0346,Predicted function for GENE_0346 based on expression profile.,0,0,1,1,0,0,0,0,0,0
GENE_0347,Predicted function for GENE_0347 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0348,Predicted function for GENE_0348 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0349,Predicted function for GENE_0349 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0350,Predicted function for GENE_0350 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0351,Predicted function for GENE_0351 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0352,Predicted function for GENE_0352 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_0353,Predicted function for GENE_0353 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_0354,Predicted function for GENE_0354 based on expression profile.,0,0,0,0,0,0,1,1,0,0
GENE_0355,Predicted function for GENE_0355 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0356,Predicted function for GENE_0356 based on expression profile.,0,0,0,0,1,1,0,0,0,0
GENE_0357,Predicted function for GENE_0357 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_0358,Predicted function for GENE_0358 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0359,Predicted function for GENE_0359 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_0360,Predicted function for GENE_0360 based on expression profile.,0,1,0,0,0,1,0,0,0,0
GENE_0361,Predicted function for GENE_0361 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0362,Predicted function for GENE_0362 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_0363,Predicted function for GENE_0363 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_0364,Predicted function for GENE_0364 based on expression profile.,0,0,0,0,0,0,1,0,0,1
GENE_0365,Predicted function for GENE_0365 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0366,Predicted function for GENE_0366 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0367,Predicted function for GENE_0367 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0368,Predicted function for GENE_0368 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0369,Predicted function for GENE_0369 based on expression profile.,0,0,0,0,1,0,1,0,0,0
GENE_0370,Predicted function for GENE_0370 based on expression profile.,1,0,0,0,1,0,0,0,0,0
GENE_0371,Predicted function for GENE_0371 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_0372,Predicted function for GENE_0372 based on expression profile.,0,0,0,1,0,0,1,0,0,0
GENE_0373,Predicted function for GENE_0373 based on expression profile.,1,0,0,0,0,1,0,0,0,0
GENE_0374,Predicted function for GENE_0374 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0375,Predicted function for GENE_0375 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0376,Predicted function for GENE_0376 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0377,Predicted function for GENE_0377 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0378,Predicted function for GENE_0378 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0379,Predicted function for GENE_0379 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0380,Predicted function for GENE_0380 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0381,Predicted function for GENE_0381 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0382,Predicted function for GENE_0382 based on expression profile.,0,0,0,0,0,0,1,1,0,0
GENE_0383,Predicted function for GENE_0383 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_0384,Predicted function for GENE_0384 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_0385,Predicted function for GENE_0385 based on expression profile.,1,0,1,0,0,0,0,0,0,0
GENE_0386,Predicted function for GENE_0386 based on expression profile.,0,0,0,0,0,0,1,0,1,0
GENE_0387,Predicted function for GENE_0387 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_0388,Predicted function for GENE_0388 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0389,Predicted function for GENE_0389 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0390,Predicted function for GENE_0390 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0391,Predicted function for GENE_0391 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0392,Predicted function for GENE_0392 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0393,Predicted function for GENE_0393 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0394,Predicted function for GENE_0394 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0395,Predicted function for GENE_0395 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0396,Predicted function for GENE_0396 based on expression profile.,0,0,0,0,1,1,0,0,0,0
GENE_0397,Predicted function for GENE_0397 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0398,Predicted function for GENE_0398 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_0399,Predicted function for GENE_0399 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0400,Predicted function for GENE_0400 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0401,Predicted function for GENE_0401 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0402,Predicted function for GENE_0402 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0403,Predicted function for GENE_0403 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_0404,Predicted function for GENE_0404 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_0405,Predicted function for GENE_0405 based on expression profile.,0,0,1,0,0,0,1,0,0,0
GENE_0406,Predicted function for GENE_0406 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_0407,Predicted function for GENE_0407 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_0408,Predicted function for GENE_0408 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0409,Predicted function for GENE_0409 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_0410,Predicted function for GENE_0410 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0411,Predicted function for GENE_0411 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_0412,Predicted function for GENE_0412 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0413,Predicted function for GENE_0413 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0414,Predicted function for GENE_0414 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0415,Predicted function for GENE_0415 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0416,Predicted function for GENE_0416 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_0417,Predicted function for GENE_0417 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0418,Predicted function for GENE_0418 based on expression profile.,0,0,0,0,0,0,0,1,0,1
GENE_0419,Predicted function for GENE_0419 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_0420,Predicted function for GENE_0420 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0421,Predicted function for GENE_0421 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_0422,Predicted function for GENE_0422 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0423,Predicted function for GENE_0423 based on expression profile.,1,0,0,0,0,1,0,0,0,0
GENE_0424,Predicted function for GENE_0424 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_0425,Predicted function for GENE_0425 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0426,Predicted function for GENE_0426 based on expression profile.,0,0,0,0,0,1,0,0,1,0
GENE_0427,Predicted function for GENE_0427 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_0428,Predicted function for GENE_0428 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_0429,Predicted function for GENE_0429 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0430,Predicted function for GENE_0430 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0431,Predicted function for GENE_0431 based on expression profile.,0,0,0,0,0,1,0,1,0,0
GENE_0432,Predicted function for GENE_0432 based on expression profile.,0,0,0,0,1,0,0,1,0,0
GENE_0433,Predicted function for GENE_0433 based on expression profile.,1,0,0,1,0,0,0,0,0,0
GENE_0434,Predicted function for GENE_0434 based on expression profile.,0,0,0,0,0,0,0,0,0,1
GENE_0435,Predicted function for GENE_0435 based on expression profile.,0,0,0,1,0,1,0,0,0,0
GENE_0436,Predicted function for GENE_0436 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0437,Predicted function for GENE_0437 based on expression profile.,0,0,0,0,0,0,1,0,0,0
GENE_0438,Predicted function for GENE_0438 based on expression profile.,0,0,0,0,0,0,0,0,1,1
GENE_0439,Predicted function for GENE_0439 based on expression profile.,0,1,0,0,0,0,1,0,0,0
GENE_0440,Predicted function for GENE_0440 based on expression profile.,0,0,1,0,0,1,0,0,0,0
GENE_0441,Predicted function for GENE_0441 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_0442,Predicted function for GENE_0442 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_0443,Predicted function for GENE_0443 based on expression profile.,1,0,0,0,0,0,0,0,0,1
GENE_0444,Predicted function for GENE_0444 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0445,Predicted function for GENE_0445 based on expression profile.,0,0,0,0,1,0,0,0,0,0
GENE_0446,Predicted function for GENE_0446 based on expression profile.,1,0,0,0,0,0,0,0,0,1
GENE_0447,Predicted function for GENE_0447 based on expression profile.,1,1,0,0,0,0,0,0,0,0
GENE_0448,Predicted function for GENE_0448 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0449,Predicted function for GENE_0449 based on expression profile.,0,0,0,0,1,0,0,0,1,0
GENE_0450,Predicted function for GENE_0450 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0451,Predicted function for GENE_0451 based on expression profile.,1,0,0,0,0,0,1,0,0,0
GENE_0452,Predicted function for GENE_0452 based on expression profile.,0,0,1,0,0,0,0,0,0,0
GENE_0453,Predicted function for GENE_0453 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_0454,Predicted function for GENE_0454 based on expression profile.,0,0,1,1,0,0,0,0,0,0
GENE_0455,Predicted function for GENE_0455 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_0456,Predicted function for GENE_0456 based on expression profile.,0,0,0,1,1,0,0,0,0,0
GENE_0457,Predicted function for GENE_0457 based on expression profile.,0,1,0,0,1,0,0,0,0,0
GENE_0458,Predicted function for GENE_0458 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0459,Predicted function for GENE_0459 based on expression profile.,0,0,0,1,0,0,0,0,0,1
GENE_0460,Predicted function for GENE_0460 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0461,Predicted function for GENE_0461 based on expression profile.,0,0,0,0,1,0,0,0,0,1
GENE_0462,Predicted function for GENE_0462 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0463,Predicted function for GENE_0463 based on expression profile.,0,0,0,0,0,0,0,0,1,0
GENE_0464,Predicted function for GENE_0464 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_0465,Predicted function for GENE_0465 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0466,Predicted function for GENE_0466 based on expression profile.,0,0,0,0,0,0,1,1,0,0
GENE_0467,Predicted function for GENE_0467 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0468,Predicted function for GENE_0468 based on expression profile.,1,0,0,0,0,0,1,0,0,0
GENE_0469,Predicted function for GENE_0469 based on expression profile.,0,0,0,0,0,1,0,0,1,0
GENE_0470,Predicted function for GENE_0470 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0471,Predicted function for GENE_0471 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0472,Predicted function for GENE_0472 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0473,Predicted function for GENE_0473 based on expression profile.,1,0,0,0,0,0,0,0,1,0
GENE_0474,Predicted function for GENE_0474 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0475,Predicted function for GENE_0475 based on expression profile.,1,0,0,0,0,0,1,0,0,0
GENE_0476,Predicted function for GENE_0476 based on expression profile.,1,0,0,0,0,0,0,0,0,0
GENE_0477,Predicted function for GENE_0477 based on expression profile.,0,0,0,1,0,0,0,0,0,0
GENE_0478,Predicted function for GENE_0478 based on expression profile.,0,0,1,0,0,0,0,0,0,1
GENE_0479,Predicted function for GENE_0479 based on expression profile.,0,0,0,0,0,0,0,1,1,0
GENE_0480,Predicted function for GENE_0480 based on expression profile.,0,0,0,0,0,1,0,0,0,0
GENE_0481,Predicted function for GENE_0481 based on expression profile.,1,0,0,0,1,0,0,0,0,0
GENE_0482,Predicted function for GENE_0482 based on expression profile.,0,0,0,0,0,0,0,0,0,0
GENE_0483,Predicted function for GENE_0483 based on expression profile.,0,1,0,0,0,0,0,1,0,0
GENE_0484,Predicted function for GENE_0484 based on expression profile.,0,1,0,0,0,0,0,0,0,1
GENE_0485,Predicted function for GENE_0485 based on expression profile.,0,0,0,0,0,0,0,1,0,0
GENE_0486,Predicted function for GENE_0486 based on expression profile.,0,1,0,0,0,0,0,0,0,0
GENE_0487,Predicted function for GENE_0487 based on expression profile.,0,0,0,0,0,0,1,0,1,0
GENE_0488,Predicted function for GENE_0488 based on expression profile.,0,1,0,0,1,0,0,0,0,0
